AREA,SUB AREA,AGE GROUP,SEASON,WEEK,PERCENT P&I,PERCENT PIC,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,NUM COVID-19 DEATHS,TOTAL PIC,TOTAL DEATHS,PERCENT COMPLETE
State,Alabama,All,2021-22,40,11.9,22.4,0,33,54,62,277,28.50%
State,Alaska,All,2021-22,40,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Arizona,All,2021-22,40,13.5,18.1,0,81,78,109,602,58.10%
State,Arkansas,All,2021-22,40,11.3,16.1,0,28,30,40,248,41.40%
State,California,All,2021-22,40,11.8,15.3,0,125,114,162,"1,058",21.50%
State,Colorado,All,2021-22,40,12.6,19.9,0,35,48,55,277,40%
State,Connecticut,All,2021-22,40,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Delaware,All,2021-22,40,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,District of Columbia,All,2021-22,40,0,4.5,0,0,1,1,22,23.60%
State,Florida,All,2021-22,40,13.1,17.4,1,207,212,276,"1,588",43.30%
State,Georgia,All,2021-22,40,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Hawaii,All,2021-22,40,7.8,9.4,0,5,5,6,64,30.60%
State,Idaho,All,2021-22,40,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Illinois,All,2021-22,40,9.5,12.7,0,102,99,136,"1,075",52.80%
State,Indiana,All,2021-22,40,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Iowa,All,2021-22,40,12.3,19.4,0,28,35,44,227,40.10%
State,Kansas,All,2021-22,40,12.6,16,0,30,26,38,238,47.40%
State,Kentucky,All,2021-22,40,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Louisiana,All,2021-22,40,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Maine,All,2021-22,40,8.1,14,0,19,21,33,236,87.60%
State,Maryland,All,2021-22,40,11.5,16.1,0,50,47,70,436,48.10%
State,Massachusetts,All,2021-22,40,7.3,10.4,0,30,27,43,413,38.40%
State,Michigan,All,2021-22,40,10.2,14.3,0,63,61,88,615,33.80%
State,Minnesota,All,2021-22,40,13.7,21.2,0,66,80,102,482,59.50%
State,Mississippi,All,2021-22,40,11.7,17.5,0,30,34,45,257,42.80%
State,Missouri,All,2021-22,40,11,17.1,0,36,44,56,327,28.70%
State,Montana,All,2021-22,40,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Nebraska,All,2021-22,40,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Nevada,All,2021-22,40,20.3,23.2,0,28,28,32,138,31.40%
State,New Hampshire,All,2021-22,40,4.6,9.1,0,8,14,16,175,77.40%
State,New Jersey,All,2021-22,40,10.5,13.5,0,57,49,73,541,39%
State,New Mexico,All,2021-22,40,11,16.4,0,8,12,12,73,21.40%
State,New York,All,2021-22,40,10.1,15,0,147,135,218,"1,449",76.30%
State,North Carolina,All,2021-22,40,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,North Dakota,All,2021-22,40,17.4,30.4,0,12,15,21,69,57.70%
State,Ohio,All,2021-22,40,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Oklahoma,All,2021-22,40,13.8,17.9,0,27,23,35,195,26%
State,Oregon,All,2021-22,40,11.6,22.2,0,22,36,42,189,28%
State,Pennsylvania,All,2021-22,40,12.1,20.4,0,146,219,246,"1,208",47.90%
State,Rhode Island,All,2021-22,40,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,South Carolina,All,2021-22,40,16.7,27.4,0,82,122,135,492,54.70%
State,South Dakota,All,2021-22,40,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Tennessee,All,2021-22,40,13.3,24.2,0,70,113,127,525,41.20%
State,Texas,All,2021-22,40,19.1,29.3,1,154,210,238,812,22.60%
State,Utah,All,2021-22,40,9.9,15.3,0,13,14,20,131,39.80%
State,Vermont,All,2021-22,40,3.3,10,0,1,2,3,30,27.50%
State,Virginia,All,2021-22,40,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Washington,All,2021-22,40,10.4,13.2,0,38,38,48,364,35.30%
State,West Virginia,All,2021-22,40,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Wisconsin,All,2021-22,40,9.7,17.9,0,40,60,74,414,43%
State,Wyoming,All,2021-22,40,26.2,47.6,0,11,18,20,42,46.80%
State,New York City,All,2021-22,40,8.3,13.1,0,57,56,90,686,67.30%
State,Alabama,All,2020-21,40,8.7,15.7,0,98,119,177,"1,125",> 100%
State,Alabama,All,2020-21,41,8.6,15.7,1,106,143,194,"1,237",> 100%
State,Alabama,All,2020-21,42,7.7,15.1,0,93,132,183,"1,213",> 100%
State,Alabama,All,2020-21,43,9.5,17.3,1,109,133,201,"1,163",> 100%
State,Alabama,All,2020-21,44,9.4,16.4,0,113,136,196,"1,198",> 100%
State,Alabama,All,2020-21,45,8.2,15.5,0,107,152,203,"1,312",> 100%
State,Alabama,All,2020-21,46,9.5,18.8,0,124,191,245,"1,305",> 100%
State,Alabama,All,2020-21,47,8.6,18.1,2,110,182,235,"1,300",> 100%
State,Alabama,All,2020-21,48,8.8,19.4,2,117,209,264,"1,360",> 100%
State,Alabama,All,2020-21,49,10.2,23.9,1,139,271,329,"1,378",> 100%
State,Alabama,All,2020-21,50,12.6,27.7,2,203,387,453,"1,633",> 100%
State,Alabama,All,2020-21,51,13.8,29.3,1,226,406,480,"1,639",> 100%
State,Alabama,All,2020-21,52,12.4,31.7,1,205,470,528,"1,664",> 100%
State,Alabama,All,2020-21,53,14.1,32.1,5,255,525,592,"1,847",> 100%
State,Alabama,All,2020-21,1,14.2,34.3,1,264,571,640,"1,867",> 100%
State,Alabama,All,2020-21,2,16.9,36.3,3,317,616,686,"1,890",> 100%
State,Alabama,All,2020-21,3,14.9,35.4,2,267,585,640,"1,810",> 100%
State,Alabama,All,2020-21,4,15.8,34.6,1,267,522,587,"1,698",> 100%
State,Alabama,All,2020-21,5,12.9,27.9,2,195,366,428,"1,533",> 100%
State,Alabama,All,2020-21,6,11.2,22.4,1,163,275,327,"1,463",> 100%
State,Alabama,All,2020-21,7,9.8,21.2,2,132,227,289,"1,362",> 100%
State,Alabama,All,2020-21,8,9.5,18,0,127,181,239,"1,331",> 100%
State,Alabama,All,2020-21,9,7.5,14,1,89,116,168,"1,197",> 100%
State,Alabama,All,2020-21,10,8.6,14,0,103,111,168,"1,204",> 100%
State,Alabama,All,2020-21,11,7.5,12.8,0,82,92,141,"1,098",> 100%
State,Alabama,All,2020-21,12,6.9,10.7,0,84,79,129,"1,209",> 100%
State,Alabama,All,2020-21,13,7.3,11.1,1,81,68,125,"1,129",> 100%
State,Alabama,All,2020-21,14,6.1,9.3,1,73,61,113,"1,221",> 100%
State,Alabama,All,2020-21,15,5.5,7.7,0,65,44,91,"1,182",> 100%
State,Alabama,All,2020-21,16,5.9,9.1,0,66,46,102,"1,123",> 100%
State,Alabama,All,2020-21,17,6.1,8.5,0,74,48,103,"1,205",> 100%
State,Alabama,All,2020-21,18,6.8,9.8,0,79,64,114,"1,161",> 100%
State,Alabama,All,2020-21,19,5.3,8.4,0,60,53,95,"1,136",> 100%
State,Alabama,All,2020-21,20,5.6,8.4,1,61,49,93,"1,111",> 100%
State,Alabama,All,2020-21,21,5.8,7.6,0,63,33,83,"1,086",> 100%
State,Alabama,All,2020-21,22,5.6,7.8,0,61,35,85,"1,088",> 100%
State,Alabama,All,2020-21,23,5.7,7.7,0,64,34,86,"1,117",> 100%
State,Alabama,All,2020-21,24,6.1,7.3,0,70,28,84,"1,150",> 100%
State,Alabama,All,2020-21,25,6.5,8.8,1,70,35,96,"1,091",> 100%
State,Alabama,All,2020-21,26,5.3,6.5,0,57,24,70,"1,083",> 100%
State,Alabama,All,2020-21,27,6.7,8.5,0,77,36,98,"1,153",> 100%
State,Alabama,All,2020-21,28,7,9.1,0,74,42,97,"1,064",> 100%
State,Alabama,All,2020-21,29,6.9,10.6,0,77,68,119,"1,124",> 100%
State,Alabama,All,2020-21,30,8.3,14.2,0,98,113,168,"1,180",> 100%
State,Alabama,All,2020-21,31,9.9,19.9,0,132,221,264,"1,329",> 100%
State,Alabama,All,2020-21,32,12.7,26.4,0,183,344,381,"1,444",> 100%
State,Alabama,All,2020-21,33,13.4,31,0,208,426,482,"1,557",> 100%
State,Alabama,All,2020-21,34,15.6,34.2,0,249,481,545,"1,595",> 100%
State,Alabama,All,2020-21,35,16.6,35.9,1,255,501,555,"1,545",> 100%
State,Alabama,All,2020-21,36,17.4,36.5,0,282,525,593,"1,625",> 100%
State,Alabama,All,2020-21,37,15.3,33.9,0,220,439,486,"1,434",> 100%
State,Alabama,All,2020-21,38,13.9,33.5,0,159,345,382,"1,142",> 100%
State,Alabama,All,2020-21,39,13.9,30.1,1,114,225,249,827,85.10%
State,Alaska,All,2020-21,40,1.2,2.5,0,1,1,2,81,99.60%
State,Alaska,All,2020-21,41,9.8,11.4,0,12,7,14,123,> 100%
State,Alaska,All,2020-21,42,5.7,13.3,0,6,10,14,105,> 100%
State,Alaska,All,2020-21,43,8.7,10.6,0,9,6,11,104,> 100%
State,Alaska,All,2020-21,44,9.9,13.5,0,11,10,15,111,> 100%
State,Alaska,All,2020-21,45,7.9,9.6,0,9,7,11,114,> 100%
State,Alaska,All,2020-21,46,13.3,15.8,0,16,15,19,120,> 100%
State,Alaska,All,2020-21,47,6.7,14.3,0,8,15,17,119,> 100%
State,Alaska,All,2020-21,48,17.1,22.8,0,21,22,28,123,> 100%
State,Alaska,All,2020-21,49,18.3,29.2,1,21,31,35,120,> 100%
State,Alaska,All,2020-21,50,13.1,22.6,0,18,26,31,137,> 100%
State,Alaska,All,2020-21,51,14.4,21.2,0,15,20,22,104,> 100%
State,Alaska,All,2020-21,52,13.3,25,0,16,25,30,120,> 100%
State,Alaska,All,2020-21,53,8.3,12.8,0,9,9,14,109,> 100%
State,Alaska,All,2020-21,1,7.8,13,0,9,13,15,115,> 100%
State,Alaska,All,2020-21,2,3.9,8.6,0,5,8,11,128,> 100%
State,Alaska,All,2020-21,3,4,6.1,0,4,5,6,99,> 100%
State,Alaska,All,2020-21,4,11.5,14.6,0,11,8,14,96,> 100%
State,Alaska,All,2020-21,5,6.5,6.5,0,6,3,6,93,> 100%
State,Alaska,All,2020-21,6,6.3,7.3,0,6,6,7,96,> 100%
State,Alaska,All,2020-21,7,6.7,7.8,0,6,5,7,90,> 100%
State,Alaska,All,2020-21,8,5.8,12.5,0,6,11,13,104,> 100%
State,Alaska,All,2020-21,9,4.1,8.2,0,4,4,8,98,> 100%
State,Alaska,All,2020-21,10,5.9,7.1,0,5,2,6,85,> 100%
State,Alaska,All,2020-21,11,5,5.9,0,5,5,6,101,> 100%
State,Alaska,All,2020-21,12,4.4,5.5,0,4,3,5,91,> 100%
State,Alaska,All,2020-21,13,2.3,4.6,0,2,3,4,87,> 100%
State,Alaska,All,2020-21,14,5.1,7.1,0,5,4,7,98,> 100%
State,Alaska,All,2020-21,15,6.8,10.2,0,6,7,9,88,> 100%
State,Alaska,All,2020-21,16,3.8,5.1,0,3,3,4,78,95.90%
State,Alaska,All,2020-21,17,3.9,6.9,0,4,5,7,102,> 100%
State,Alaska,All,2020-21,18,12.3,16,0,10,12,13,81,99.60%
State,Alaska,All,2020-21,19,11,13.2,0,10,10,12,91,> 100%
State,Alaska,All,2020-21,20,5.3,6.3,0,5,2,6,95,> 100%
State,Alaska,All,2020-21,21,3.9,6.9,0,4,5,7,102,> 100%
State,Alaska,All,2020-21,22,2.6,2.6,0,2,2,2,76,93.50%
State,Alaska,All,2020-21,23,4.6,4.6,0,4,2,4,87,> 100%
State,Alaska,All,2020-21,24,2.1,2.1,0,2,0,2,97,> 100%
State,Alaska,All,2020-21,25,1.2,2.4,0,1,1,2,82,> 100%
State,Alaska,All,2020-21,26,4.3,5.4,0,4,3,5,93,> 100%
State,Alaska,All,2020-21,27,8.7,8.7,0,8,1,8,92,> 100%
State,Alaska,All,2020-21,28,4.5,4.5,0,4,0,4,89,> 100%
State,Alaska,All,2020-21,29,11,11,0,9,5,9,82,> 100%
State,Alaska,All,2020-21,30,10.5,13.7,0,10,13,13,95,> 100%
State,Alaska,All,2020-21,31,17,24.1,0,19,24,27,112,> 100%
State,Alaska,All,2020-21,32,14.6,21.3,0,13,15,19,89,> 100%
State,Alaska,All,2020-21,33,10.1,18.6,0,13,24,24,129,> 100%
State,Alaska,All,2020-21,34,9.6,15.7,0,8,12,13,83,> 100%
State,Alaska,All,2020-21,35,19.8,28.1,0,19,25,27,96,> 100%
State,Alaska,All,2020-21,36,22.1,27.3,0,17,18,21,77,94.70%
State,Alaska,All,2020-21,37,15.1,31.5,0,11,23,23,73,89.80%
State,Alaska,All,2020-21,38,27.6,44.8,0,16,25,26,58,71.30%
State,Alaska,All,2020-21,39,31.8,38.6,0,14,15,17,44,54.10%
State,Arizona,All,2020-21,40,6.8,8.2,0,81,35,98,"1,192",> 100%
State,Arizona,All,2020-21,41,6.4,8.6,0,79,56,106,"1,236",> 100%
State,Arizona,All,2020-21,42,6.6,8.1,0,81,46,100,"1,236",> 100%
State,Arizona,All,2020-21,43,7.1,9.1,0,90,60,116,"1,268",> 100%
State,Arizona,All,2020-21,44,7.8,10.9,0,101,83,142,"1,301",> 100%
State,Arizona,All,2020-21,45,9.6,13.8,0,132,118,189,"1,373",> 100%
State,Arizona,All,2020-21,46,9.9,14.6,0,124,122,182,"1,250",> 100%
State,Arizona,All,2020-21,47,12.7,18.6,0,192,199,281,"1,511",> 100%
State,Arizona,All,2020-21,48,15.7,23.6,0,235,294,353,"1,495",> 100%
State,Arizona,All,2020-21,49,18.9,28.5,0,317,408,477,"1,676",> 100%
State,Arizona,All,2020-21,50,21.7,32.9,1,422,556,641,"1,950",> 100%
State,Arizona,All,2020-21,51,26.1,39.4,0,537,715,812,"2,060",> 100%
State,Arizona,All,2020-21,52,27,39,0,587,756,850,"2,177",> 100%
State,Arizona,All,2020-21,53,27.7,42.2,4,618,854,947,"2,243",> 100%
State,Arizona,All,2020-21,1,26.7,42.1,1,632,912,996,"2,367",> 100%
State,Arizona,All,2020-21,2,27.7,44,0,661,967,"1,048","2,384",> 100%
State,Arizona,All,2020-21,3,27.2,43.2,0,637,927,"1,012","2,344",> 100%
State,Arizona,All,2020-21,4,25.6,40.1,0,515,738,806,"2,008",> 100%
State,Arizona,All,2020-21,5,23.6,37,0,441,615,692,"1,872",> 100%
State,Arizona,All,2020-21,6,22.1,33.2,0,363,474,546,"1,646",> 100%
State,Arizona,All,2020-21,7,16.6,24.9,0,253,328,380,"1,525",> 100%
State,Arizona,All,2020-21,8,13.4,19.4,0,199,236,289,"1,490",> 100%
State,Arizona,All,2020-21,9,12,17.1,0,175,181,249,"1,455",> 100%
State,Arizona,All,2020-21,10,10.3,14.2,0,143,125,196,"1,383",> 100%
State,Arizona,All,2020-21,11,8.2,13.1,0,113,121,179,"1,371",> 100%
State,Arizona,All,2020-21,12,7.2,10.1,0,90,71,127,"1,257",> 100%
State,Arizona,All,2020-21,13,5.6,7.7,0,74,52,102,"1,330",> 100%
State,Arizona,All,2020-21,14,8.1,10.4,1,103,65,133,"1,277",> 100%
State,Arizona,All,2020-21,15,6.4,8,0,84,55,104,"1,305",> 100%
State,Arizona,All,2020-21,16,8.1,9.5,0,99,45,116,"1,222",> 100%
State,Arizona,All,2020-21,17,7.4,9.4,0,93,51,118,"1,249",> 100%
State,Arizona,All,2020-21,18,6.5,8.6,0,91,64,120,"1,399",> 100%
State,Arizona,All,2020-21,19,5.5,7.8,0,71,57,101,"1,290",> 100%
State,Arizona,All,2020-21,20,7.9,8.9,0,100,55,113,"1,266",> 100%
State,Arizona,All,2020-21,21,7.8,9.3,0,97,47,115,"1,240",> 100%
State,Arizona,All,2020-21,22,7.2,8.4,0,95,38,111,"1,320",> 100%
State,Arizona,All,2020-21,23,5.7,6.8,0,72,31,86,"1,274",> 100%
State,Arizona,All,2020-21,24,5.7,7.2,0,77,45,97,"1,342",> 100%
State,Arizona,All,2020-21,25,6.7,8,0,92,45,109,"1,363",> 100%
State,Arizona,All,2020-21,26,5.5,6.9,0,73,41,91,"1,323",> 100%
State,Arizona,All,2020-21,27,6,7.5,0,78,43,97,"1,299",> 100%
State,Arizona,All,2020-21,28,5.6,7.7,0,76,55,104,"1,359",> 100%
State,Arizona,All,2020-21,29,7.2,9.7,0,92,73,124,"1,274",> 100%
State,Arizona,All,2020-21,30,10.3,13.5,0,134,110,175,"1,297",> 100%
State,Arizona,All,2020-21,31,9.2,12.5,1,135,125,186,"1,485",> 100%
State,Arizona,All,2020-21,32,11,15.5,0,161,161,226,"1,461",> 100%
State,Arizona,All,2020-21,33,11,15.7,0,162,176,231,"1,472",> 100%
State,Arizona,All,2020-21,34,12,17.2,0,188,207,270,"1,568",> 100%
State,Arizona,All,2020-21,35,15.2,20.7,1,242,264,330,"1,594",> 100%
State,Arizona,All,2020-21,36,14.1,20.1,0,220,264,314,"1,560",> 100%
State,Arizona,All,2020-21,37,13.9,20.1,0,212,240,308,"1,530",> 100%
State,Arizona,All,2020-21,38,15.9,21.1,0,220,241,292,"1,384",> 100%
State,Arizona,All,2020-21,39,14.2,20.5,0,152,174,220,"1,074",> 100%
State,Arkansas,All,2020-21,40,13.2,20.7,0,103,118,162,782,> 100%
State,Arkansas,All,2020-21,41,13.9,21.7,0,111,144,173,796,> 100%
State,Arkansas,All,2020-21,42,14.8,24.3,1,115,144,191,785,> 100%
State,Arkansas,All,2020-21,43,15,23.8,0,120,146,190,799,> 100%
State,Arkansas,All,2020-21,44,12.7,22.9,2,97,141,178,778,> 100%
State,Arkansas,All,2020-21,45,12,22.2,1,100,150,188,845,> 100%
State,Arkansas,All,2020-21,46,13.2,26.4,0,116,197,233,881,> 100%
State,Arkansas,All,2020-21,47,13.5,27.2,0,117,193,235,865,> 100%
State,Arkansas,All,2020-21,48,16.1,31.4,0,135,228,264,841,> 100%
State,Arkansas,All,2020-21,49,16.9,31.7,2,158,258,300,947,> 100%
State,Arkansas,All,2020-21,50,15.4,29.4,0,139,219,265,902,> 100%
State,Arkansas,All,2020-21,51,16.8,31,2,152,246,285,919,> 100%
State,Arkansas,All,2020-21,52,17.2,32.5,0,158,253,299,920,> 100%
State,Arkansas,All,2020-21,53,19.6,33.5,1,189,275,324,967,> 100%
State,Arkansas,All,2020-21,1,19.8,32.5,1,187,258,309,951,> 100%
State,Arkansas,All,2020-21,2,19.7,35.7,0,194,307,352,987,> 100%
State,Arkansas,All,2020-21,3,20,33.6,0,197,282,332,987,> 100%
State,Arkansas,All,2020-21,4,17,28.6,0,148,214,249,872,> 100%
State,Arkansas,All,2020-21,5,17.2,25.7,2,146,172,221,861,> 100%
State,Arkansas,All,2020-21,6,14,21.2,1,111,129,170,802,> 100%
State,Arkansas,All,2020-21,7,11,18.2,0,85,101,141,774,> 100%
State,Arkansas,All,2020-21,8,11.6,15.7,1,90,82,123,785,> 100%
State,Arkansas,All,2020-21,9,10.4,14.8,0,78,72,111,748,> 100%
State,Arkansas,All,2020-21,10,8.8,12.3,1,62,54,88,717,> 100%
State,Arkansas,All,2020-21,11,7.9,10.7,0,50,36,68,634,> 100%
State,Arkansas,All,2020-21,12,5.5,8,0,38,32,56,697,> 100%
State,Arkansas,All,2020-21,13,6.7,8.5,0,41,21,52,609,> 100%
State,Arkansas,All,2020-21,14,7.4,9,1,51,26,63,701,> 100%
State,Arkansas,All,2020-21,15,6.4,7.4,0,40,17,46,623,> 100%
State,Arkansas,All,2020-21,16,4.7,5.9,0,31,12,39,665,> 100%
State,Arkansas,All,2020-21,17,5.1,6.7,0,33,19,44,653,> 100%
State,Arkansas,All,2020-21,18,7.5,9,0,52,21,62,689,> 100%
State,Arkansas,All,2020-21,19,7.1,9,0,49,28,62,691,> 100%
State,Arkansas,All,2020-21,20,4.5,6.5,0,31,20,44,682,> 100%
State,Arkansas,All,2020-21,21,6,7.9,0,39,16,51,647,> 100%
State,Arkansas,All,2020-21,22,7,8,0,46,19,53,661,> 100%
State,Arkansas,All,2020-21,23,6.1,8.2,0,41,25,55,668,> 100%
State,Arkansas,All,2020-21,24,7.1,9.6,0,50,31,67,701,> 100%
State,Arkansas,All,2020-21,25,8.1,10.2,0,55,36,69,678,> 100%
State,Arkansas,All,2020-21,26,6.4,9.7,0,44,45,67,690,> 100%
State,Arkansas,All,2020-21,27,8.8,12.7,0,60,60,87,684,> 100%
State,Arkansas,All,2020-21,28,11.7,15.7,0,85,73,114,725,> 100%
State,Arkansas,All,2020-21,29,14.1,21,1,102,117,153,729,> 100%
State,Arkansas,All,2020-21,30,12.2,20.6,1,100,137,171,830,> 100%
State,Arkansas,All,2020-21,31,16.3,24.8,1,146,196,224,902,> 100%
State,Arkansas,All,2020-21,32,18.6,29.2,0,166,229,261,893,> 100%
State,Arkansas,All,2020-21,33,20.1,30.3,1,167,222,253,836,> 100%
State,Arkansas,All,2020-21,34,16.8,27.7,1,147,214,244,882,> 100%
State,Arkansas,All,2020-21,35,18.5,28.5,1,152,195,236,828,> 100%
State,Arkansas,All,2020-21,36,14.7,24.5,0,118,179,197,804,> 100%
State,Arkansas,All,2020-21,37,15.7,24.4,0,129,165,201,823,> 100%
State,Arkansas,All,2020-21,38,16.5,24.3,0,101,125,149,612,> 100%
State,Arkansas,All,2020-21,39,14,23.7,0,69,100,117,494,82.40%
State,California,All,2020-21,40,8.6,11.4,0,488,346,642,"5,654",> 100%
State,California,All,2020-21,41,9.3,12,1,517,372,667,"5,544",> 100%
State,California,All,2020-21,42,7.9,10.4,1,442,299,581,"5,584",> 100%
State,California,All,2020-21,43,7.9,10.3,0,423,296,549,"5,346",> 100%
State,California,All,2020-21,44,8,10.8,1,441,328,596,"5,515",> 100%
State,California,All,2020-21,45,8.3,10.9,0,486,358,635,"5,848",> 100%
State,California,All,2020-21,46,8.7,12.7,0,523,461,760,"6,000",> 100%
State,California,All,2020-21,47,10.9,15.2,2,689,627,969,"6,360",> 100%
State,California,All,2020-21,48,12.2,18.5,1,780,861,"1,180","6,390",> 100%
State,California,All,2020-21,49,15.1,23.3,0,"1,076","1,318","1,664","7,129",> 100%
State,California,All,2020-21,50,17.5,28.3,2,"1,422","1,966","2,300","8,120",> 100%
State,California,All,2020-21,51,22.3,35.7,1,"2,051","2,937","3,285","9,200",> 100%
State,California,All,2020-21,52,24.7,41,3,"2,592","3,917","4,312","10,517",> 100%
State,California,All,2020-21,53,28.1,45,5,"3,140","4,669","5,049","11,211",> 100%
State,California,All,2020-21,1,29.6,47.5,3,"3,510","5,239","5,627","11,850",> 100%
State,California,All,2020-21,2,29.6,47.2,4,"3,419","5,068","5,451","11,558",> 100%
State,California,All,2020-21,3,28.7,45,2,"2,976","4,333","4,664","10,375",> 100%
State,California,All,2020-21,4,26.9,40.4,6,"2,564","3,516","3,851","9,542",> 100%
State,California,All,2020-21,5,25,36.9,6,"2,184","2,885","3,224","8,748",> 100%
State,California,All,2020-21,6,22.7,32.9,1,"1,781","2,256","2,576","7,833",> 100%
State,California,All,2020-21,7,20.3,28.4,2,"1,421","1,655","1,985","6,993",> 100%
State,California,All,2020-21,8,15.9,22.4,2,"1,063","1,179","1,499","6,687",> 100%
State,California,All,2020-21,9,13.2,17.7,3,841,829,"1,136","6,402",> 100%
State,California,All,2020-21,10,11.1,14.6,0,682,597,900,"6,171",> 100%
State,California,All,2020-21,11,10.3,13.5,0,612,499,803,"5,969",> 100%
State,California,All,2020-21,12,8.8,11.6,1,506,368,667,"5,743",> 100%
State,California,All,2020-21,13,7.6,9.9,3,433,277,565,"5,708",> 100%
State,California,All,2020-21,14,7.7,9.8,0,416,269,529,"5,416",> 100%
State,California,All,2020-21,15,7.8,9.5,0,413,229,506,"5,306",> 100%
State,California,All,2020-21,16,7.1,9.1,0,378,217,486,"5,344",> 100%
State,California,All,2020-21,17,7.2,8.9,0,383,193,475,"5,342",> 100%
State,California,All,2020-21,18,6.7,8.3,1,357,184,445,"5,344",> 100%
State,California,All,2020-21,19,6.5,7.9,1,340,155,414,"5,243",> 100%
State,California,All,2020-21,20,6.5,7.9,0,340,156,413,"5,226",> 100%
State,California,All,2020-21,21,5.9,7.1,0,315,141,379,"5,325",> 100%
State,California,All,2020-21,22,6.1,7.2,0,318,113,374,"5,188",> 100%
State,California,All,2020-21,23,6.2,7.3,0,319,100,373,"5,128",> 100%
State,California,All,2020-21,24,5.7,6.7,0,310,112,365,"5,414",> 100%
State,California,All,2020-21,25,5.9,6.6,0,314,84,350,"5,327",> 100%
State,California,All,2020-21,26,6.1,6.9,0,317,96,358,"5,197",> 100%
State,California,All,2020-21,27,5.8,6.8,0,302,119,353,"5,228",> 100%
State,California,All,2020-21,28,6.5,7.7,1,338,143,403,"5,239",> 100%
State,California,All,2020-21,29,6.9,8.5,0,371,203,456,"5,357",> 100%
State,California,All,2020-21,30,7.7,9.8,0,420,282,535,"5,465",> 100%
State,California,All,2020-21,31,9.4,12.3,1,531,426,692,"5,636",> 100%
State,California,All,2020-21,32,11.8,15.6,0,699,642,926,"5,931",> 100%
State,California,All,2020-21,33,12.8,17.8,1,787,812,"1,097","6,150",> 100%
State,California,All,2020-21,34,14.8,20.1,0,914,965,"1,240","6,173",> 100%
State,California,All,2020-21,35,15.6,21.3,0,963,"1,032","1,320","6,189",> 100%
State,California,All,2020-21,36,16,21,0,997,"1,060","1,309","6,222",> 100%
State,California,All,2020-21,37,14.9,20,2,821,852,"1,104","5,511",> 100%
State,California,All,2020-21,38,14.1,18.8,0,651,651,870,"4,633",94.30%
State,California,All,2020-21,39,12.9,16.4,0,397,384,504,"3,077",62.60%
State,Colorado,All,2020-21,40,6.3,9.1,0,48,35,70,768,> 100%
State,Colorado,All,2020-21,41,6.2,8.6,0,49,36,68,787,> 100%
State,Colorado,All,2020-21,42,7.1,9.4,0,61,37,81,860,> 100%
State,Colorado,All,2020-21,43,7.4,11.2,0,63,59,96,856,> 100%
State,Colorado,All,2020-21,44,7.7,13.5,0,68,89,120,888,> 100%
State,Colorado,All,2020-21,45,10.5,19.6,0,104,161,194,989,> 100%
State,Colorado,All,2020-21,46,13.6,24.6,0,137,219,248,"1,010",> 100%
State,Colorado,All,2020-21,47,11.8,25.7,0,132,263,286,"1,115",> 100%
State,Colorado,All,2020-21,48,15.6,30.7,0,187,336,369,"1,201",> 100%
State,Colorado,All,2020-21,49,21.9,39,0,270,436,480,"1,231",> 100%
State,Colorado,All,2020-21,50,20.4,38.1,1,250,422,469,"1,232",> 100%
State,Colorado,All,2020-21,51,18.4,35.7,0,219,397,425,"1,191",> 100%
State,Colorado,All,2020-21,52,15.6,30.1,0,168,297,325,"1,079",> 100%
State,Colorado,All,2020-21,53,16.5,27.4,0,178,262,297,"1,082",> 100%
State,Colorado,All,2020-21,1,12.5,22.8,0,134,207,244,"1,071",> 100%
State,Colorado,All,2020-21,2,11.5,19.8,0,114,161,196,988,> 100%
State,Colorado,All,2020-21,3,10.4,18.6,0,100,154,180,966,> 100%
State,Colorado,All,2020-21,4,10.6,19,2,96,142,176,924,> 100%
